timestamp,value,date
2025-06-06 01:15:00,12.6,2025-06-06
2025-06-06 12:11:00,42.3,2025-06-06
2025-06-06 23:43:00,3.9,2025-06-06
2025-06-06 16:44:00,97.8,2025-06-06
2025-06-06 19:50:00,60.2,2025-06-06
2025-06-06 13:14:00,43.5,2025-06-06
2025-06-06 19:07:00,43.5,2025-06-06
2025-06-06 11:16:00,31.7,2025-06-06
2025-06-06 09:25:00,99.2,2025-06-06
2025-06-06 08:14:00,20.9,2025-06-06
2025-06-06 07:39:00,24.4,2025-06-06
2025-06-06 02:37:00,76.1,2025-06-06
2025-06-06 06:00:00,64.6,2025-06-06
2025-06-06 10:29:00,51.6,2025-06-06
2025-06-06 22:40:00,64.4,2025-06-06
2025-06-06 10:20:00,26.2,2025-06-06
2025-06-06 02:56:00,54.7,2025-06-06
2025-06-06 06:17:00,91.7,2025-06-06
2025-06-06 16:34:00,56.1,2025-06-06
2025-06-06 05:32:00,39.3,2025-06-06
2025-06-06 08:33:00,48.7,2025-06-06
2025-06-06 02:11:00,4.4,2025-06-06
2025-06-06 00:51:00,22.1,2025-06-06
2025-06-06 23:44:00,69.2,2025-06-06
2025-06-06 10:34:00,90.0,2025-06-06
2025-06-06 22:29:00,71.2,2025-06-06
2025-06-06 01:03:00,76.4,2025-06-06
2025-06-06 03:58:00,9.3,2025-06-06
2025-06-06 08:58:00,27.8,2025-06-06
2025-06-06 18:50:00,44.5,2025-06-06
2025-06-06 08:32:00,62.9,2025-06-06
2025-06-06 04:23:00,81.6,2025-06-06
2025-06-06 10:41:00,76.5,2025-06-06
2025-06-06 02:16:00,92.0,2025-06-06
2025-06-06 02:41:00,9.9,2025-06-06
2025-06-06 07:52:00,58.2,2025-06-06
2025-06-06 12:16:00,68.2,2025-06-06
2025-06-06 12:31:00,21.0,2025-06-06
2025-06-06 07:55:00,14.4,2025-06-06
2025-06-06 23:56:00,27.9,2025-06-06
2025-06-06 15:29:00,86.8,2025-06-06
2025-06-06 23:28:00,15.8,2025-06-06
2025-06-06 09:35:00,45.3,2025-06-06
2025-06-06 13:13:00,82.2,2025-06-06
2025-06-06 18:54:00,5.0,2025-06-06
2025-06-06 10:36:00,23.9,2025-06-06
2025-06-06 06:34:00,62.0,2025-06-06
2025-06-06 10:14:00,70.4,2025-06-06
2025-06-06 22:35:00,83.2,2025-06-06
2025-06-06 03:40:00,19.9,2025-06-06
2025-06-06 15:05:00,66.8,2025-06-06
2025-06-06 08:46:00,29.2,2025-06-06
2025-06-06 13:18:00,79.6,2025-06-06
2025-06-06 01:12:00,84.6,2025-06-06
2025-06-06 03:32:00,22.6,2025-06-06
2025-06-06 04:53:00,58.9,2025-06-06
2025-06-06 01:51:00,63.2,2025-06-06
2025-06-06 11:24:00,18.4,2025-06-06
2025-06-06 04:17:00,87.8,2025-06-06
2025-06-06 02:30:00,45.8,2025-06-06
2025-06-06 15:09:00,0.0,2025-06-06
2025-06-06 21:46:00,47.3,2025-06-06
2025-06-06 14:58:00,88.4,2025-06-06
2025-06-06 21:52:00,86.2,2025-06-06
2025-06-06 03:24:00,10.4,2025-06-06
2025-06-06 16:28:00,47.9,2025-06-06
2025-06-06 06:16:00,58.5,2025-06-06
2025-06-06 01:04:00,44.5,2025-06-06
2025-06-06 21:30:00,33.0,2025-06-06
2025-06-06 16:53:00,90.4,2025-06-06
2025-06-06 01:17:00,38.6,2025-06-06
2025-06-06 00:47:00,63.6,2025-06-06
2025-06-06 14:43:00,77.0,2025-06-06
2025-06-06 20:57:00,31.9,2025-06-06
2025-06-06 06:20:00,60.8,2025-06-06
2025-06-06 01:31:00,16.4,2025-06-06
2025-06-06 00:59:00,48.9,2025-06-06
2025-06-06 14:12:00,0.9,2025-06-06
2025-06-06 01:09:00,93.3,2025-06-06
2025-06-06 11:15:00,9.2,2025-06-06
2025-06-06 13:32:00,52.2,2025-06-06
2025-06-06 01:05:00,15.5,2025-06-06
2025-06-06 12:51:00,84.1,2025-06-06
2025-06-06 10:23:00,64.0,2025-06-06
2025-06-06 01:44:00,92.1,2025-06-06
2025-06-06 08:54:00,8.1,2025-06-06
2025-06-06 13:11:00,52.0,2025-06-06
2025-06-06 09:36:00,79.0,2025-06-06
2025-06-06 17:37:00,6.9,2025-06-06
2025-06-06 09:02:00,15.8,2025-06-06
2025-06-06 14:31:00,35.3,2025-06-06
2025-06-06 01:28:00,88.3,2025-06-06
2025-06-06 15:25:00,6.3,2025-06-06
2025-06-06 18:40:00,26.5,2025-06-06
2025-06-06 11:58:00,83.2,2025-06-06
2025-06-06 01:18:00,82.3,2025-06-06
2025-06-06 05:40:00,41.9,2025-06-06
2025-06-06 20:37:00,3.4,2025-06-06
2025-06-06 21:56:00,63.7,2025-06-06
2025-06-06 19:18:00,33.2,2025-06-06
2025-06-06 06:21:00,15.8,2025-06-06
2025-06-06 17:18:00,87.7,2025-06-06
2025-06-06 03:50:00,8.1,2025-06-06
2025-06-06 20:20:00,85.9,2025-06-06
2025-06-06 14:52:00,55.7,2025-06-06
2025-06-06 23:22:00,71.9,2025-06-06
2025-06-06 20:08:00,44.7,2025-06-06
2025-06-06 07:11:00,59.8,2025-06-06
2025-06-06 22:31:00,33.2,2025-06-06
2025-06-06 03:39:00,99.9,2025-06-06
2025-06-06 18:13:00,95.1,2025-06-06
2025-06-06 14:05:00,64.6,2025-06-06
2025-06-06 22:23:00,66.2,2025-06-06
2025-06-06 13:27:00,3.9,2025-06-06
2025-06-06 23:07:00,85.4,2025-06-06
2025-06-06 09:21:00,97.8,2025-06-06
2025-06-06 01:21:00,29.8,2025-06-06
2025-06-06 07:31:00,92.1,2025-06-06
2025-06-06 08:17:00,69.8,2025-06-06
2025-06-06 21:59:00,89.2,2025-06-06
2025-06-06 01:19:00,15.6,2025-06-06
2025-06-06 00:07:00,48.4,2025-06-06
2025-06-06 19:24:00,94.7,2025-06-06
2025-06-06 06:13:00,91.7,2025-06-06
2025-06-06 02:43:00,99.6,2025-06-06
2025-06-06 21:07:00,65.3,2025-06-06
2025-06-06 20:59:00,92.3,2025-06-06
2025-06-06 00:12:00,34.6,2025-06-06
2025-06-06 16:13:00,75.2,2025-06-06
2025-06-06 12:49:00,58.4,2025-06-06
2025-06-06 15:11:00,46.9,2025-06-06
2025-06-06 18:22:00,43.0,2025-06-06
2025-06-06 18:27:00,22.1,2025-06-06
2025-06-06 19:36:00,4.1,2025-06-06
2025-06-06 17:11:00,75.3,2025-06-06
2025-06-06 11:30:00,84.1,2025-06-06
2025-06-06 16:21:00,72.7,2025-06-06
2025-06-06 04:14:00,4.5,2025-06-06
2025-06-06 11:21:00,2.8,2025-06-06
2025-06-06 02:54:00,43.9,2025-06-06
2025-06-06 04:21:00,43.1,2025-06-06
2025-06-06 04:26:00,28.4,2025-06-06
2025-06-06 03:43:00,79.7,2025-06-06
2025-06-06 15:55:00,64.3,2025-06-06
2025-06-06 09:51:00,75.7,2025-06-06
2025-06-06 23:59:00,19.2,2025-06-06
2025-06-06 04:11:00,30.1,2025-06-06
2025-06-06 12:37:00,81.3,2025-06-06
2025-06-06 22:25:00,93.8,2025-06-06
2025-06-06 11:11:00,16.0,2025-06-06
2025-06-06 03:08:00,29.6,2025-06-06
2025-06-06 15:47:00,7.5,2025-06-06
2025-06-06 00:04:00,65.3,2025-06-06
2025-06-06 12:43:00,13.3,2025-06-06
2025-06-06 22:57:00,58.6,2025-06-06
2025-06-06 03:36:00,67.2,2025-06-06
2025-06-06 15:33:00,13.0,2025-06-06
2025-06-06 20:54:00,8.2,2025-06-06
2025-06-06 19:16:00,55.9,2025-06-06
2025-06-06 22:53:00,82.3,2025-06-06
2025-06-06 15:24:00,69.8,2025-06-06
2025-06-06 10:13:00,50.3,2025-06-06
2025-06-06 11:35:00,27.7,2025-06-06
2025-06-06 00:25:00,68.3,2025-06-06
2025-06-06 16:19:00,42.2,2025-06-06
2025-06-06 09:29:00,38.4,2025-06-06
2025-06-06 06:45:00,81.9,2025-06-06
2025-06-06 16:39:00,63.4,2025-06-06
2025-06-06 22:45:00,80.3,2025-06-06
2025-06-06 17:55:00,66.3,2025-06-06
2025-06-06 12:45:00,4.3,2025-06-06
2025-06-06 04:54:00,38.6,2025-06-06
2025-06-06 00:54:00,29.5,2025-06-06
2025-06-06 10:44:00,65.9,2025-06-06
2025-06-06 14:24:00,61.3,2025-06-06
2025-06-06 10:53:00,83.7,2025-06-06
2025-06-06 02:13:00,30.2,2025-06-06
2025-06-06 08:08:00,30.0,2025-06-06
2025-06-06 14:54:00,24.0,2025-06-06
2025-06-06 17:43:00,36.8,2025-06-06
2025-06-06 21:10:00,2.4,2025-06-06
2025-06-06 23:18:00,72.7,2025-06-06
2025-06-06 06:02:00,0.7,2025-06-06
2025-06-06 10:45:00,46.2,2025-06-06
2025-06-06 14:21:00,72.4,2025-06-06
2025-06-06 19:43:00,18.7,2025-06-06
2025-06-06 21:01:00,93.0,2025-06-06
2025-06-06 19:28:00,64.6,2025-06-06
2025-06-06 09:30:00,14.9,2025-06-06
2025-06-06 14:53:00,8.5,2025-06-06
2025-06-06 07:13:00,97.0,2025-06-06
2025-06-06 03:14:00,39.3,2025-06-06
2025-06-06 06:56:00,42.6,2025-06-06
2025-06-06 08:18:00,9.1,2025-06-06
2025-06-06 04:49:00,66.5,2025-06-06
2025-06-06 04:27:00,41.3,2025-06-06
2025-06-06 01:06:00,27.8,2025-06-06
2025-06-06 20:56:00,28.5,2025-06-06
2025-06-06 04:37:00,54.9,2025-06-06
2025-06-06 08:48:00,8.7,2025-06-06
2025-06-06 03:26:00,26.4,2025-06-06
2025-06-06 16:49:00,97.1,2025-06-06
2025-06-06 13:51:00,64.7,2025-06-06
2025-06-06 06:51:00,93.8,2025-06-06
2025-06-06 10:57:00,41.7,2025-06-06
2025-06-06 23:55:00,87.2,2025-06-06
2025-06-06 14:59:00,88.6,2025-06-06
2025-06-06 18:37:00,95.6,2025-06-06
2025-06-06 00:17:00,3.0,2025-06-06
2025-06-06 23:38:00,32.6,2025-06-06
2025-06-06 16:09:00,62.5,2025-06-06
2025-06-06 21:23:00,85.3,2025-06-06
2025-06-06 00:48:00,34.9,2025-06-06
2025-06-06 18:07:00,17.8,2025-06-06
2025-06-06 06:52:00,61.0,2025-06-06
2025-06-06 19:05:00,94.7,2025-06-06
2025-06-06 19:22:00,89.1,2025-06-06
2025-06-06 03:23:00,52.3,2025-06-06
2025-06-06 02:24:00,48.4,2025-06-06
2025-06-06 13:45:00,32.6,2025-06-06
2025-06-06 07:22:00,4.7,2025-06-06
2025-06-06 17:58:00,74.5,2025-06-06
2025-06-06 13:15:00,46.1,2025-06-06
2025-06-06 11:33:00,88.5,2025-06-06
2025-06-06 14:32:00,42.2,2025-06-06
2025-06-06 22:12:00,41.7,2025-06-06
2025-06-06 12:59:00,80.4,2025-06-06
2025-06-06 02:48:00,20.7,2025-06-06
2025-06-06 20:42:00,7.8,2025-06-06
2025-06-06 13:29:00,14.1,2025-06-06
2025-06-06 08:47:00,78.2,2025-06-06
2025-06-06 16:56:00,65.4,2025-06-06
2025-06-06 02:55:00,53.8,2025-06-06
2025-06-06 18:48:00,18.4,2025-06-06
2025-06-06 10:46:00,99.6,2025-06-06
2025-06-06 21:08:00,58.2,2025-06-06
2025-06-06 21:06:00,37.4,2025-06-06
2025-06-06 04:50:00,68.3,2025-06-06
2025-06-06 03:21:00,29.6,2025-06-06
2025-06-06 15:59:00,24.1,2025-06-06
2025-06-06 08:15:00,44.2,2025-06-06
2025-06-06 15:02:00,77.9,2025-06-06
2025-06-06 10:50:00,40.4,2025-06-06
2025-06-06 05:55:00,14.2,2025-06-06
2025-06-06 20:33:00,80.7,2025-06-06
2025-06-06 00:56:00,6.0,2025-06-06
2025-06-06 08:11:00,83.2,2025-06-06
2025-06-06 05:14:00,2.1,2025-06-06
2025-06-06 10:39:00,60.2,2025-06-06
2025-06-06 14:10:00,86.5,2025-06-06
2025-06-06 23:23:00,15.1,2025-06-06
2025-06-06 18:57:00,26.2,2025-06-06
2025-06-06 12:54:00,74.8,2025-06-06
2025-06-06 23:41:00,80.1,2025-06-06
2025-06-06 14:45:00,64.5,2025-06-06
2025-06-06 08:02:00,70.4,2025-06-06
2025-06-06 17:12:00,67.6,2025-06-06
2025-06-06 22:43:00,34.3,2025-06-06
2025-06-06 03:17:00,66.1,2025-06-06
2025-06-06 05:06:00,37.5,2025-06-06
2025-06-06 19:32:00,68.2,2025-06-06
2025-06-06 12:48:00,83.9,2025-06-06
2025-06-06 18:45:00,77.3,2025-06-06
2025-06-06 04:35:00,15.6,2025-06-06
2025-06-06 12:52:00,16.0,2025-06-06
2025-06-06 08:34:00,26.0,2025-06-06
2025-06-06 07:00:00,43.9,2025-06-06
2025-06-06 17:09:00,10.9,2025-06-06
2025-06-06 02:29:00,86.8,2025-06-06
2025-06-06 12:02:00,25.2,2025-06-06
2025-06-06 20:29:00,83.7,2025-06-06
2025-06-06 05:31:00,16.4,2025-06-06
2025-06-06 10:48:00,32.3,2025-06-06
2025-06-06 01:23:00,80.1,2025-06-06
2025-06-06 22:01:00,52.3,2025-06-06
2025-06-06 20:44:00,15.7,2025-06-06
2025-06-06 10:21:00,62.4,2025-06-06
2025-06-06 17:24:00,80.3,2025-06-06
2025-06-06 18:46:00,78.8,2025-06-06
2025-06-06 20:30:00,45.6,2025-06-06
2025-06-06 21:42:00,58.0,2025-06-06
2025-06-06 10:16:00,94.3,2025-06-06
2025-06-06 01:43:00,42.9,2025-06-06
2025-06-06 11:10:00,38.8,2025-06-06
2025-06-06 15:07:00,38.6,2025-06-06
2025-06-06 19:45:00,36.1,2025-06-06
2025-06-06 01:57:00,92.3,2025-06-06
2025-06-06 05:36:00,82.1,2025-06-06
2025-06-06 10:19:00,19.3,2025-06-06
2025-06-06 21:22:00,16.7,2025-06-06
2025-06-06 09:09:00,27.6,2025-06-06
2025-06-06 01:35:00,76.1,2025-06-06
2025-06-06 19:08:00,18.0,2025-06-06
2025-06-06 18:21:00,22.3,2025-06-06
2025-06-06 11:43:00,96.4,2025-06-06
2025-06-06 11:19:00,75.8,2025-06-06
2025-06-06 21:00:00,62.6,2025-06-06
2025-06-06 06:38:00,99.3,2025-06-06
2025-06-06 05:59:00,75.9,2025-06-06
2025-06-06 18:09:00,93.5,2025-06-06
2025-06-06 04:30:00,2.9,2025-06-06
2025-06-06 08:16:00,95.5,2025-06-06
2025-06-06 07:53:00,72.5,2025-06-06
2025-06-06 11:41:00,17.2,2025-06-06
2025-06-06 17:31:00,13.0,2025-06-06
2025-06-06 07:32:00,11.8,2025-06-06
2025-06-06 21:55:00,88.9,2025-06-06
2025-06-06 09:06:00,1.7,2025-06-06
2025-06-06 12:36:00,62.0,2025-06-06
2025-06-06 13:00:00,49.7,2025-06-06
2025-06-06 16:37:00,74.0,2025-06-06
2025-06-06 20:53:00,10.9,2025-06-06
2025-06-06 08:09:00,78.6,2025-06-06
2025-06-06 07:42:00,12.4,2025-06-06
2025-06-06 05:39:00,73.5,2025-06-06
2025-06-06 09:12:00,22.9,2025-06-06
2025-06-06 09:20:00,22.9,2025-06-06
2025-06-06 09:53:00,91.9,2025-06-06
2025-06-06 23:29:00,35.7,2025-06-06
2025-06-06 12:33:00,78.8,2025-06-06
2025-06-06 19:21:00,34.6,2025-06-06
2025-06-06 23:00:00,16.2,2025-06-06
2025-06-06 08:52:00,23.5,2025-06-06
2025-06-06 19:01:00,48.0,2025-06-06
2025-06-06 13:55:00,47.0,2025-06-06
2025-06-06 15:16:00,69.9,2025-06-06
2025-06-06 15:34:00,0.5,2025-06-06
2025-06-06 16:02:00,67.3,2025-06-06
2025-06-06 14:33:00,27.2,2025-06-06
2025-06-06 07:24:00,34.2,2025-06-06
2025-06-06 08:36:00,77.8,2025-06-06
2025-06-06 09:26:00,85.6,2025-06-06
2025-06-06 06:04:00,45.5,2025-06-06
2025-06-06 01:53:00,88.6,2025-06-06
2025-06-06 22:36:00,21.2,2025-06-06
2025-06-06 04:05:00,17.0,2025-06-06
2025-06-06 21:31:00,86.1,2025-06-06
2025-06-06 12:38:00,49.6,2025-06-06
2025-06-06 12:14:00,61.4,2025-06-06
2025-06-06 04:45:00,63.0,2025-06-06
2025-06-06 21:36:00,75.0,2025-06-06
2025-06-06 21:50:00,21.1,2025-06-06
2025-06-06 23:50:00,22.4,2025-06-06
2025-06-06 11:04:00,34.7,2025-06-06
2025-06-06 04:16:00,70.9,2025-06-06
2025-06-06 14:41:00,5.7,2025-06-06
2025-06-06 06:47:00,33.4,2025-06-06
2025-06-06 13:17:00,25.3,2025-06-06
2025-06-06 19:27:00,92.6,2025-06-06
2025-06-06 13:52:00,35.5,2025-06-06
2025-06-06 20:23:00,50.2,2025-06-06
2025-06-06 09:18:00,5.2,2025-06-06
2025-06-06 04:02:00,89.2,2025-06-06
2025-06-06 12:08:00,81.1,2025-06-06
2025-06-06 07:21:00,94.0,2025-06-06
2025-06-06 02:25:00,93.0,2025-06-06
2025-06-06 02:10:00,23.4,2025-06-06
2025-06-06 03:55:00,66.1,2025-06-06
2025-06-06 12:35:00,33.6,2025-06-06
2025-06-06 16:59:00,63.6,2025-06-06
2025-06-06 14:20:00,46.7,2025-06-06
2025-06-06 22:32:00,4.3,2025-06-06
2025-06-06 20:12:00,12.7,2025-06-06
2025-06-06 18:56:00,27.3,2025-06-06
2025-06-06 07:14:00,66.5,2025-06-06
2025-06-06 23:40:00,28.9,2025-06-06
2025-06-06 01:59:00,15.1,2025-06-06
