timestamp,value,date
2025-06-27 16:24:00,85.8,2025-06-27
2025-06-27 18:26:00,60.3,2025-06-27
2025-06-27 21:02:00,97.8,2025-06-27
2025-06-27 18:19:00,41.0,2025-06-27
2025-06-27 15:30:00,40.6,2025-06-27
2025-06-27 20:29:00,12.3,2025-06-27
2025-06-27 09:46:00,53.1,2025-06-27
2025-06-27 05:28:00,62.5,2025-06-27
2025-06-27 05:20:00,4.8,2025-06-27
2025-06-27 15:53:00,41.0,2025-06-27
2025-06-27 11:26:00,17.8,2025-06-27
2025-06-27 02:10:00,4.7,2025-06-27
2025-06-27 21:51:00,46.7,2025-06-27
2025-06-27 18:28:00,31.7,2025-06-27
2025-06-27 23:03:00,46.2,2025-06-27
2025-06-27 05:32:00,15.4,2025-06-27
2025-06-27 00:06:00,63.3,2025-06-27
2025-06-27 03:55:00,40.1,2025-06-27
2025-06-27 02:58:00,67.7,2025-06-27
2025-06-27 12:20:00,14.4,2025-06-27
2025-06-27 21:40:00,90.8,2025-06-27
2025-06-27 15:42:00,6.4,2025-06-27
2025-06-27 14:55:00,91.5,2025-06-27
2025-06-27 23:06:00,38.5,2025-06-27
2025-06-27 22:49:00,18.1,2025-06-27
2025-06-27 08:22:00,32.5,2025-06-27
2025-06-27 02:34:00,63.7,2025-06-27
2025-06-27 19:07:00,18.4,2025-06-27
2025-06-27 16:58:00,49.3,2025-06-27
2025-06-27 02:40:00,67.0,2025-06-27
2025-06-27 11:42:00,69.8,2025-06-27
2025-06-27 01:45:00,76.1,2025-06-27
2025-06-27 02:51:00,8.8,2025-06-27
2025-06-27 14:35:00,26.9,2025-06-27
2025-06-27 13:41:00,95.6,2025-06-27
2025-06-27 23:10:00,4.3,2025-06-27
2025-06-27 01:59:00,88.3,2025-06-27
2025-06-27 08:53:00,23.3,2025-06-27
2025-06-27 00:40:00,13.6,2025-06-27
2025-06-27 21:24:00,50.4,2025-06-27
2025-06-27 00:48:00,58.0,2025-06-27
2025-06-27 09:59:00,3.0,2025-06-27
2025-06-27 22:32:00,73.7,2025-06-27
2025-06-27 16:39:00,62.0,2025-06-27
2025-06-27 00:36:00,62.0,2025-06-27
2025-06-27 23:39:00,53.5,2025-06-27
2025-06-27 18:21:00,27.9,2025-06-27
2025-06-27 19:22:00,59.3,2025-06-27
2025-06-27 13:49:00,47.7,2025-06-27
2025-06-27 11:50:00,68.4,2025-06-27
2025-06-27 06:51:00,13.3,2025-06-27
2025-06-27 01:37:00,44.0,2025-06-27
2025-06-27 22:57:00,2.6,2025-06-27
2025-06-27 22:58:00,73.3,2025-06-27
2025-06-27 17:56:00,51.7,2025-06-27
2025-06-27 22:14:00,77.7,2025-06-27
2025-06-27 04:33:00,68.8,2025-06-27
2025-06-27 10:59:00,77.2,2025-06-27
2025-06-27 15:57:00,65.9,2025-06-27
2025-06-27 16:36:00,62.6,2025-06-27
2025-06-27 12:36:00,66.0,2025-06-27
2025-06-27 15:01:00,32.1,2025-06-27
2025-06-27 19:03:00,73.3,2025-06-27
2025-06-27 18:23:00,63.8,2025-06-27
2025-06-27 13:32:00,48.5,2025-06-27
2025-06-27 02:45:00,47.5,2025-06-27
2025-06-27 13:04:00,62.9,2025-06-27
2025-06-27 22:20:00,19.6,2025-06-27
2025-06-27 10:53:00,39.4,2025-06-27
2025-06-27 19:27:00,46.3,2025-06-27
2025-06-27 15:06:00,84.7,2025-06-27
2025-06-27 14:23:00,94.2,2025-06-27
2025-06-27 09:30:00,50.4,2025-06-27
2025-06-27 10:43:00,24.2,2025-06-27
2025-06-27 23:25:00,49.8,2025-06-27
2025-06-27 23:15:00,20.4,2025-06-27
2025-06-27 19:09:00,1.4,2025-06-27
2025-06-27 16:18:00,64.3,2025-06-27
2025-06-27 22:54:00,67.0,2025-06-27
2025-06-27 11:12:00,1.5,2025-06-27
2025-06-27 10:16:00,75.9,2025-06-27
2025-06-27 10:48:00,81.4,2025-06-27
2025-06-27 13:55:00,56.4,2025-06-27
2025-06-27 21:46:00,56.5,2025-06-27
2025-06-27 00:51:00,94.1,2025-06-27
2025-06-27 05:25:00,26.5,2025-06-27
2025-06-27 04:45:00,2.3,2025-06-27
2025-06-27 09:00:00,80.3,2025-06-27
2025-06-27 01:12:00,34.9,2025-06-27
2025-06-27 10:44:00,59.8,2025-06-27
2025-06-27 15:55:00,15.2,2025-06-27
2025-06-27 09:32:00,55.8,2025-06-27
2025-06-27 17:57:00,72.1,2025-06-27
2025-06-27 00:00:00,30.8,2025-06-27
2025-06-27 00:35:00,85.8,2025-06-27
2025-06-27 05:18:00,63.0,2025-06-27
2025-06-27 03:42:00,30.9,2025-06-27
2025-06-27 14:39:00,15.4,2025-06-27
2025-06-27 04:06:00,90.6,2025-06-27
2025-06-27 14:20:00,99.9,2025-06-27
2025-06-27 03:50:00,95.5,2025-06-27
2025-06-27 06:00:00,25.0,2025-06-27
2025-06-27 04:42:00,98.1,2025-06-27
2025-06-27 16:28:00,26.3,2025-06-27
2025-06-27 10:18:00,7.2,2025-06-27
2025-06-27 09:34:00,79.8,2025-06-27
2025-06-27 11:18:00,91.9,2025-06-27
2025-06-27 06:36:00,28.1,2025-06-27
2025-06-27 09:23:00,59.9,2025-06-27
2025-06-27 15:11:00,18.1,2025-06-27
2025-06-27 02:52:00,93.1,2025-06-27
2025-06-27 19:40:00,60.0,2025-06-27
2025-06-27 16:26:00,91.5,2025-06-27
2025-06-27 13:48:00,56.8,2025-06-27
2025-06-27 16:09:00,30.9,2025-06-27
2025-06-27 22:42:00,0.1,2025-06-27
2025-06-27 20:56:00,29.8,2025-06-27
2025-06-27 08:36:00,41.6,2025-06-27
2025-06-27 20:01:00,68.7,2025-06-27
2025-06-27 03:01:00,73.7,2025-06-27
2025-06-27 15:04:00,13.0,2025-06-27
2025-06-27 17:16:00,38.9,2025-06-27
2025-06-27 19:24:00,91.8,2025-06-27
2025-06-27 09:14:00,28.8,2025-06-27
2025-06-27 06:59:00,65.9,2025-06-27
2025-06-27 21:55:00,50.1,2025-06-27
2025-06-27 17:21:00,54.4,2025-06-27
2025-06-27 14:01:00,31.7,2025-06-27
2025-06-27 19:53:00,6.1,2025-06-27
2025-06-27 01:15:00,36.9,2025-06-27
2025-06-27 09:03:00,78.1,2025-06-27
2025-06-27 11:47:00,86.5,2025-06-27
2025-06-27 15:24:00,89.4,2025-06-27
2025-06-27 02:36:00,46.2,2025-06-27
2025-06-27 02:43:00,18.2,2025-06-27
2025-06-27 17:27:00,80.0,2025-06-27
2025-06-27 15:18:00,28.5,2025-06-27
2025-06-27 12:44:00,15.7,2025-06-27
2025-06-27 13:11:00,47.6,2025-06-27
2025-06-27 03:45:00,1.3,2025-06-27
2025-06-27 10:39:00,67.8,2025-06-27
2025-06-27 15:58:00,30.8,2025-06-27
2025-06-27 21:59:00,85.0,2025-06-27
2025-06-27 23:49:00,84.2,2025-06-27
2025-06-27 20:09:00,54.4,2025-06-27
2025-06-27 15:37:00,94.2,2025-06-27
2025-06-27 09:50:00,74.7,2025-06-27
2025-06-27 11:53:00,3.9,2025-06-27
2025-06-27 19:01:00,81.1,2025-06-27
2025-06-27 10:52:00,69.7,2025-06-27
2025-06-27 06:56:00,89.1,2025-06-27
2025-06-27 17:26:00,93.7,2025-06-27
2025-06-27 20:08:00,57.6,2025-06-27
2025-06-27 01:55:00,73.9,2025-06-27
2025-06-27 03:18:00,25.8,2025-06-27
2025-06-27 14:03:00,42.8,2025-06-27
2025-06-27 03:44:00,19.1,2025-06-27
2025-06-27 10:49:00,91.8,2025-06-27
2025-06-27 11:29:00,62.9,2025-06-27
2025-06-27 16:56:00,11.9,2025-06-27
2025-06-27 04:35:00,87.4,2025-06-27
2025-06-27 06:03:00,95.2,2025-06-27
2025-06-27 21:00:00,30.1,2025-06-27
2025-06-27 03:51:00,57.6,2025-06-27
2025-06-27 16:53:00,18.8,2025-06-27
2025-06-27 12:19:00,54.9,2025-06-27
2025-06-27 01:54:00,28.9,2025-06-27
2025-06-27 13:23:00,6.2,2025-06-27
2025-06-27 17:00:00,68.9,2025-06-27
2025-06-27 02:57:00,12.0,2025-06-27
2025-06-27 19:06:00,74.4,2025-06-27
2025-06-27 06:31:00,9.0,2025-06-27
2025-06-27 10:22:00,64.8,2025-06-27
2025-06-27 23:18:00,67.4,2025-06-27
2025-06-27 01:29:00,32.5,2025-06-27
2025-06-27 22:37:00,67.5,2025-06-27
2025-06-27 08:43:00,11.5,2025-06-27
2025-06-27 12:54:00,51.8,2025-06-27
2025-06-27 07:19:00,11.9,2025-06-27
2025-06-27 06:39:00,37.2,2025-06-27
2025-06-27 19:15:00,24.2,2025-06-27
2025-06-27 18:04:00,41.1,2025-06-27
2025-06-27 01:24:00,45.0,2025-06-27
2025-06-27 19:19:00,58.2,2025-06-27
2025-06-27 07:34:00,11.0,2025-06-27
2025-06-27 07:22:00,30.9,2025-06-27
2025-06-27 04:44:00,6.0,2025-06-27
2025-06-27 14:15:00,56.2,2025-06-27
2025-06-27 00:02:00,59.5,2025-06-27
2025-06-27 17:34:00,81.6,2025-06-27
2025-06-27 17:54:00,40.7,2025-06-27
2025-06-27 09:44:00,36.7,2025-06-27
2025-06-27 16:38:00,7.1,2025-06-27
2025-06-27 01:09:00,23.5,2025-06-27
2025-06-27 05:16:00,76.4,2025-06-27
2025-06-27 01:32:00,77.2,2025-06-27
2025-06-27 17:09:00,22.1,2025-06-27
2025-06-27 18:50:00,29.5,2025-06-27
2025-06-27 20:58:00,21.4,2025-06-27
2025-06-27 00:34:00,74.0,2025-06-27
2025-06-27 19:39:00,82.1,2025-06-27
2025-06-27 22:12:00,69.7,2025-06-27
2025-06-27 15:02:00,22.8,2025-06-27
2025-06-27 04:52:00,35.9,2025-06-27
2025-06-27 07:41:00,58.6,2025-06-27
2025-06-27 22:44:00,97.4,2025-06-27
2025-06-27 21:10:00,89.1,2025-06-27
2025-06-27 05:56:00,26.7,2025-06-27
2025-06-27 10:01:00,82.7,2025-06-27
2025-06-27 23:58:00,32.1,2025-06-27
2025-06-27 23:29:00,55.2,2025-06-27
2025-06-27 05:42:00,95.2,2025-06-27
2025-06-27 02:01:00,91.5,2025-06-27
2025-06-27 00:24:00,98.1,2025-06-27
2025-06-27 13:42:00,33.2,2025-06-27
2025-06-27 12:09:00,69.9,2025-06-27
2025-06-27 12:42:00,79.6,2025-06-27
2025-06-27 09:31:00,72.5,2025-06-27
2025-06-27 19:54:00,97.7,2025-06-27
2025-06-27 08:01:00,46.4,2025-06-27
2025-06-27 08:14:00,88.4,2025-06-27
2025-06-27 17:20:00,73.3,2025-06-27
2025-06-27 02:17:00,88.9,2025-06-27
2025-06-27 11:04:00,28.0,2025-06-27
2025-06-27 20:03:00,25.5,2025-06-27
2025-06-27 00:12:00,97.8,2025-06-27
2025-06-27 02:06:00,47.4,2025-06-27
2025-06-27 22:40:00,73.3,2025-06-27
2025-06-27 03:35:00,1.7,2025-06-27
2025-06-27 04:53:00,13.2,2025-06-27
2025-06-27 20:49:00,69.2,2025-06-27
2025-06-27 03:54:00,64.4,2025-06-27
2025-06-27 06:34:00,63.4,2025-06-27
2025-06-27 23:19:00,90.7,2025-06-27
2025-06-27 03:29:00,78.0,2025-06-27
2025-06-27 21:53:00,26.2,2025-06-27
2025-06-27 20:42:00,77.7,2025-06-27
2025-06-27 09:10:00,22.6,2025-06-27
2025-06-27 07:20:00,74.6,2025-06-27
2025-06-27 19:31:00,84.0,2025-06-27
2025-06-27 09:38:00,51.8,2025-06-27
2025-06-27 20:55:00,7.2,2025-06-27
2025-06-27 16:25:00,14.7,2025-06-27
2025-06-27 18:59:00,15.5,2025-06-27
2025-06-27 06:04:00,2.7,2025-06-27
2025-06-27 20:52:00,52.0,2025-06-27
2025-06-27 23:11:00,10.6,2025-06-27
2025-06-27 00:47:00,93.9,2025-06-27
2025-06-27 05:23:00,12.8,2025-06-27
2025-06-27 07:52:00,48.6,2025-06-27
2025-06-27 19:41:00,95.9,2025-06-27
2025-06-27 16:31:00,41.4,2025-06-27
2025-06-27 11:36:00,91.5,2025-06-27
2025-06-27 15:07:00,89.4,2025-06-27
2025-06-27 05:45:00,18.2,2025-06-27
2025-06-27 03:24:00,52.0,2025-06-27
2025-06-27 12:03:00,55.3,2025-06-27
2025-06-27 00:09:00,41.5,2025-06-27
2025-06-27 19:04:00,69.8,2025-06-27
2025-06-27 08:13:00,49.0,2025-06-27
2025-06-27 20:23:00,21.5,2025-06-27
2025-06-27 21:50:00,37.3,2025-06-27
2025-06-27 16:49:00,98.6,2025-06-27
2025-06-27 15:47:00,52.8,2025-06-27
2025-06-27 01:50:00,67.8,2025-06-27
2025-06-27 14:02:00,29.3,2025-06-27
2025-06-27 14:47:00,16.8,2025-06-27
2025-06-27 07:53:00,23.8,2025-06-27
2025-06-27 08:57:00,89.1,2025-06-27
2025-06-27 03:23:00,84.8,2025-06-27
2025-06-27 23:34:00,98.3,2025-06-27
2025-06-27 10:06:00,95.4,2025-06-27
2025-06-27 21:37:00,18.3,2025-06-27
